start_station_name,end_station_name,avg_duration,trip_count
23rd/San Jacinto @ DKR Stadium,4th/Guadalupe @ Republic Square,66.1,40
23rd/San Jacinto @ DKR Stadium,2nd/Congress,64.1,96
23rd/San Jacinto @ DKR Stadium,Red River/Cesar Chavez @ The Fairmont,59.7,107
23rd/San Jacinto @ DKR Stadium,11th/Congress @ The Texas Capitol,52.5,137
23rd/San Jacinto @ DKR Stadium,South Congress/James,52.3,13
23rd/San Jacinto @ DKR Stadium,23rd/San Jacinto @ DKR Stadium,50.2,1568
23rd/San Jacinto @ DKR Stadium,Lake Austin/Enfield,45.4,16
23rd/San Jacinto @ DKR Stadium,Veterans/Atlanta @ MoPac Ped Bridge,43.6,38
23rd/San Jacinto @ DKR Stadium,South Congress @ Bouldin Creek,41.7,17
23rd/San Jacinto @ DKR Stadium,East 6th/Robert T. Martinez,41.7,16
23rd/San Jacinto @ DKR Stadium,8th/Congress,40.3,67
23rd/San Jacinto @ DKR Stadium,8th/San Jacinto,40.3,112
23rd/San Jacinto @ DKR Stadium,Sterzing/Barton Springs,40.3,46
23rd/San Jacinto @ DKR Stadium,Barton Springs/Bouldin @ Palmer Auditorium,39.6,34
23rd/San Jacinto @ DKR Stadium,Cesar Chavez/Congress,39.3,49
23rd/San Jacinto @ DKR Stadium,6th/Congress,37.7,81
23rd/San Jacinto @ DKR Stadium,5th/Bowie,37.6,79
23rd/San Jacinto @ DKR Stadium,Barton Springs/Kinney,36.5,24
23rd/San Jacinto @ DKR Stadium,11th/Salina ,36.3,20
23rd/San Jacinto @ DKR Stadium,South Congress/Elizabeth,35.9,30
23rd/San Jacinto @ DKR Stadium,Nash Hernandez/East @ RBJ South,35.8,21
23rd/San Jacinto @ DKR Stadium,Lakeshore/Pleasant Valley,35.5,47
23rd/San Jacinto @ DKR Stadium,East 2nd/Pedernales,34.8,21
23rd/San Jacinto @ DKR Stadium,East 4th/Chicon,34.7,33
23rd/San Jacinto @ DKR Stadium,South Congress/Academy,33.9,23
23rd/San Jacinto @ DKR Stadium,16th/San Antonio,33.8,154
23rd/San Jacinto @ DKR Stadium,23rd/Rio Grande,33.4,183
23rd/San Jacinto @ DKR Stadium,6th/Lavaca,33.4,19
23rd/San Jacinto @ DKR Stadium,23rd/San Gabriel,33.2,180
23rd/San Jacinto @ DKR Stadium,Rio Grande/12th,33.0,16
23rd/San Jacinto @ DKR Stadium,East 5th/Shady @ Eastside Bus Plaza,32.9,15
23rd/San Jacinto @ DKR Stadium,3rd/West,32.9,103
23rd/San Jacinto @ DKR Stadium,Lakeshore/Austin Hostel,32.9,51
23rd/San Jacinto @ DKR Stadium,Rainey/Driskill,32.3,18
23rd/San Jacinto @ DKR Stadium,8th/Red River,32.2,91
23rd/San Jacinto @ DKR Stadium,10th/Red River,31.7,60
23rd/San Jacinto @ DKR Stadium,6th/West,31.6,55
23rd/San Jacinto @ DKR Stadium,Boardwalk West,31.6,32
23rd/San Jacinto @ DKR Stadium,6th/Chalmers ,31.5,15
23rd/San Jacinto @ DKR Stadium,East 6th/Medina,31.3,71
23rd/San Jacinto @ DKR Stadium,3rd/Trinity @ The Convention Center,30.8,118
23rd/San Jacinto @ DKR Stadium,South 1st/Riverside @ Long Center,29.3,27
23rd/San Jacinto @ DKR Stadium,Dean Keeton/Speedway ,28.7,71
23rd/San Jacinto @ DKR Stadium,South Congress/Barton Springs @ The Austin American-Statesman,28.7,24
23rd/San Jacinto @ DKR Stadium,Lake Austin Blvd/Deep Eddy,28.2,61
23rd/San Jacinto @ DKR Stadium,3rd/Nueces,27.7,67
23rd/San Jacinto @ DKR Stadium,South Congress/Mary,27.7,13
23rd/San Jacinto @ DKR Stadium,Plaza Saltillo,27.5,98
23rd/San Jacinto @ DKR Stadium,4th/Congress,27.5,56
23rd/San Jacinto @ DKR Stadium,East 6th/Pedernales,27.2,35
23rd/San Jacinto @ DKR Stadium,8th/Lavaca,26.9,76
23rd/San Jacinto @ DKR Stadium,9th/Henderson,26.8,34
23rd/San Jacinto @ DKR Stadium,6th/Chalmers,26.8,10
23rd/San Jacinto @ DKR Stadium,Rosewood/Angelina,26.4,99
23rd/San Jacinto @ DKR Stadium,5th/Campbell,26.2,40
23rd/San Jacinto @ DKR Stadium,Rainey/Cummings,26.1,221
23rd/San Jacinto @ DKR Stadium,22.5/Rio Grande,25.0,597
23rd/San Jacinto @ DKR Stadium,Rosewood/Chicon,24.8,30
23rd/San Jacinto @ DKR Stadium,28th/Rio,24.4,322
23rd/San Jacinto @ DKR Stadium,12th/San Jacinto @ State Capitol Visitors Garage,23.9,217
23rd/San Jacinto @ DKR Stadium,4th/Sabine,23.8,41
23rd/San Jacinto @ DKR Stadium,East 11th/San Marcos,23.2,170
23rd/San Jacinto @ DKR Stadium,21st/University,22.7,667
23rd/San Jacinto @ DKR Stadium,2nd/Lavaca @ City Hall,22.5,55
23rd/San Jacinto @ DKR Stadium,6th/Trinity,20.5,37
23rd/San Jacinto @ DKR Stadium,East 11th/Victory Grill,20.0,25
23rd/San Jacinto @ DKR Stadium,26th/Nueces,19.0,1956
23rd/San Jacinto @ DKR Stadium,13th/Trinity,18.2,15
23rd/San Jacinto @ DKR Stadium,6th/Brazos,18.1,41
23rd/San Jacinto @ DKR Stadium,Barton Springs/Riverside,16.4,70
23rd/San Jacinto @ DKR Stadium,28th/Rio Grande,16.2,1465
23rd/San Jacinto @ DKR Stadium,22nd/Pearl,16.2,1139
23rd/San Jacinto @ DKR Stadium,21st/Guadalupe,16.1,1447
23rd/San Jacinto @ DKR Stadium,23rd/Pearl,14.9,1066
23rd/San Jacinto @ DKR Stadium,Guadalupe/West Mall @ University Co-op,13.1,1062
23rd/San Jacinto @ DKR Stadium,13th/Trinity @ Waterloo Greenway,11.8,133
23rd/San Jacinto @ DKR Stadium,Dean Keeton/Whitis,10.1,2841
23rd/San Jacinto @ DKR Stadium,21st/Speedway @ PCL,9.0,3643
23rd/San Jacinto @ DKR Stadium,Dean Keeton/Park Place,8.4,253
23rd/San Jacinto @ DKR Stadium,Dean Keeton/Speedway,8.1,2187
26th/Nueces,Barton Springs/Kinney,87.4,33
26th/Nueces,11th/San Jacinto,83.4,22
26th/Nueces,5th/Campbell,68.0,33
26th/Nueces,South Congress @ Bouldin Creek,65.1,19
26th/Nueces,Barton Springs Pool,61.3,38
26th/Nueces,Cesar Chavez/Congress,59.9,57
26th/Nueces,Rainey/Cummings,59.8,60
26th/Nueces,6th/Trinity,51.9,68
26th/Nueces,Lakeshore/Pleasant Valley,50.0,26
26th/Nueces,Sterzing/Barton Springs,49.2,38
26th/Nueces,3rd/Nueces,48.8,227
26th/Nueces,East 2nd/Pedernales,44.6,11
26th/Nueces,Lakeshore/Austin Hostel,44.4,20
26th/Nueces,4th/Congress,43.7,61
26th/Nueces,13th/San Antonio,43.5,22
26th/Nueces,Rio Grande/12th,43.1,84
26th/Nueces,Zilker Park,43.0,70
26th/Nueces,4th/Guadalupe @ Republic Square,41.1,138
26th/Nueces,26th/Nueces,40.6,3218
26th/Nueces,2nd/Congress,40.6,67
26th/Nueces,Boardwalk West,40.0,22
26th/Nueces,Barton Springs/Bouldin @ Palmer Auditorium,38.6,41
26th/Nueces,23rd/San Gabriel,38.2,110
26th/Nueces,11th/Congress @ The Texas Capitol,37.8,89
26th/Nueces,6th/Lavaca,37.5,48
26th/Nueces,Rainey/Davis,37.5,20
26th/Nueces,2nd/Lavaca @ City Hall,36.8,68
26th/Nueces,6th/Chalmers ,36.6,14
26th/Nueces,9th/Henderson,35.9,137
26th/Nueces,5th/Bowie,35.7,110
26th/Nueces,13th/Trinity @ Waterloo Greenway,35.6,62
26th/Nueces,Rosewood/Angelina,35.5,11
26th/Nueces,South 1st/Riverside @ Long Center,35.2,59
26th/Nueces,Veterans/Atlanta @ MoPac Ped Bridge,34.9,60
26th/Nueces,Nash Hernandez/East @ RBJ South,34.5,16
26th/Nueces,Riverside/South Lamar,33.9,89
26th/Nueces,South Congress/Barton Springs @ The Austin American-Statesman,33.9,21
26th/Nueces,East 11th/San Marcos,33.6,26
26th/Nueces,16th/San Antonio,33.6,241
26th/Nueces,6th/Congress,33.5,128
26th/Nueces,8th/Red River,33.5,41
26th/Nueces,Lake Austin/Enfield,33.4,58
26th/Nueces,4th/Sabine,33.3,35
26th/Nueces,East 6th/Medina,32.6,36
26th/Nueces,8th/Congress,32.3,58
26th/Nueces,23rd/Rio Grande,30.5,312
26th/Nueces,Plaza Saltillo,30.3,47
26th/Nueces,Rainey/Driskill,29.9,44
26th/Nueces,South Congress/Elizabeth,29.4,32
26th/Nueces,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,29.3,85
26th/Nueces,3rd/Trinity @ The Convention Center,29.0,74
26th/Nueces,6th/Brazos,29.0,20
26th/Nueces,Lake Austin Blvd/Deep Eddy,28.9,49
26th/Nueces,East 6th/Pedernales,28.8,26
26th/Nueces,Red River/Cesar Chavez @ The Fairmont,28.2,35
26th/Nueces,28th/Rio,28.0,438
26th/Nueces,6th/West,27.0,114
26th/Nueces,South Congress/Academy,26.5,43
26th/Nueces,East 5th/Broadway @ Capital Metro HQ,26.3,14
26th/Nueces,3rd/West,25.2,316
26th/Nueces,12th/San Jacinto @ State Capitol Visitors Garage,24.9,35
26th/Nueces,8th/Lavaca,24.1,33
26th/Nueces,South Congress/James,24.0,15
26th/Nueces,28th/Rio Grande,23.5,1363
26th/Nueces,East 11th/Victory Grill,22.2,10
26th/Nueces,8th/San Jacinto,19.8,50
26th/Nueces,10th/Red River,19.5,26
26th/Nueces,23rd/Pearl,19.2,677
26th/Nueces,17th/Guadalupe,18.8,19
26th/Nueces,22.5/Rio Grande,18.7,1410
26th/Nueces,22nd/Pearl,15.7,1514
26th/Nueces,Dean Keeton/Speedway ,13.1,235
26th/Nueces,Dean Keeton/Whitis,13.1,1489
26th/Nueces,13th/Trinity,12.5,13
26th/Nueces,Guadalupe/West Mall @ University Co-op,11.8,2793
26th/Nueces,21st/Speedway @ PCL,11.5,12179
26th/Nueces,21st/University,11.4,2314
26th/Nueces,Dean Keeton/Park Place,11.2,178
26th/Nueces,23rd/San Jacinto @ DKR Stadium,10.7,2435
26th/Nueces,21st/Guadalupe,8.5,3351
26th/Nueces,Dean Keeton/Speedway,6.5,6429
28th/Rio,6th/Congress,143.8,17
28th/Rio,Zilker Park,102.0,13
28th/Rio,23rd/San Gabriel,56.7,38
28th/Rio,28th/Rio,54.0,873
28th/Rio,South Congress/Barton Springs @ The Austin American-Statesman,51.1,13
28th/Rio,2nd/Congress,47.1,12
28th/Rio,Rainey/Cummings,44.7,10
28th/Rio,Veterans/Atlanta @ MoPac Ped Bridge,42.1,10
28th/Rio,3rd/Trinity @ The Convention Center,39.4,17
28th/Rio,Riverside/South Lamar,34.5,15
28th/Rio,Plaza Saltillo,34.4,12
28th/Rio,Lake Austin/Enfield,34.4,25
28th/Rio,Rio Grande/12th,32.8,54
28th/Rio,South 1st/Riverside @ Long Center,31.6,20
28th/Rio,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,31.3,16
28th/Rio,4th/Guadalupe @ Republic Square,29.6,15
28th/Rio,4th/Congress,29.6,22
28th/Rio,5th/Bowie,27.3,29
28th/Rio,11th/Congress @ The Texas Capitol,27.0,30
28th/Rio,6th/Trinity,26.6,15
28th/Rio,3rd/Nueces,26.1,69
28th/Rio,3rd/West,25.8,68
28th/Rio,22.5/Rio Grande,25.3,422
28th/Rio,2nd/Lavaca @ City Hall,24.1,13
28th/Rio,16th/San Antonio,22.2,81
28th/Rio,8th/Congress,20.2,12
28th/Rio,26th/Nueces,20.0,519
28th/Rio,9th/Henderson,19.4,55
28th/Rio,6th/West,17.9,17
28th/Rio,23rd/Pearl,14.7,252
28th/Rio,Guadalupe/West Mall @ University Co-op,14.6,792
28th/Rio,23rd/San Jacinto @ DKR Stadium,14.5,373
28th/Rio,22nd/Pearl,14.0,424
28th/Rio,21st/University,13.1,504
28th/Rio,21st/Speedway @ PCL,11.7,1934
28th/Rio,Dean Keeton/Speedway,10.4,1208
28th/Rio,21st/Guadalupe,9.8,695
28th/Rio,Dean Keeton/Whitis,8.9,584
28th/Rio Grande,Plaza Saltillo,100.5,53
28th/Rio Grande,8th/Lavaca,96.6,28
28th/Rio Grande,12th/San Jacinto @ State Capitol Visitors Garage,84.3,25
28th/Rio Grande,11th/San Jacinto,78.7,33
28th/Rio Grande,10th/Red River,77.4,23
28th/Rio Grande,Rainey/Cummings,69.6,91
28th/Rio Grande,East 11th/San Marcos,58.5,22
28th/Rio Grande,8th/Red River,54.2,48
28th/Rio Grande,6th/Lavaca,53.0,24
28th/Rio Grande,Veterans/Atlanta @ MoPac Ped Bridge,50.7,59
28th/Rio Grande,East 4th/Chicon,50.2,18
28th/Rio Grande,Red River/Cesar Chavez @ The Fairmont,49.8,31
28th/Rio Grande,5th/Campbell,49.4,44
28th/Rio Grande,6th/Brazos,49.2,23
28th/Rio Grande,Barton Springs/Bouldin @ Palmer Auditorium,47.0,48
28th/Rio Grande,3rd/Nueces,46.9,155
28th/Rio Grande,Zilker Park,45.5,55
28th/Rio Grande,Lakeshore/Pleasant Valley,44.8,22
28th/Rio Grande,23rd/Rio Grande,44.2,708
28th/Rio Grande,2nd/Lavaca @ City Hall,43.2,59
28th/Rio Grande,Lakeshore/Austin Hostel,43.1,36
28th/Rio Grande,South Congress/Elizabeth,42.0,21
28th/Rio Grande,Nash Hernandez/East @ RBJ South,41.9,34
28th/Rio Grande,Boardwalk West,41.8,46
28th/Rio Grande,28th/Rio Grande,41.1,3103
28th/Rio Grande,Hollow Creek/Barton Hills,40.8,17
28th/Rio Grande,6th/Congress,40.0,89
28th/Rio Grande,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,39.9,81
28th/Rio Grande,2nd/Congress,39.4,26
28th/Rio Grande,Sterzing/Barton Springs,38.4,25
28th/Rio Grande,Rio Grande/12th,38.0,65
28th/Rio Grande,South Congress/James,37.8,13
28th/Rio Grande,Cesar Chavez/Congress,37.5,42
28th/Rio Grande,South Congress @ Bouldin Creek,37.3,21
28th/Rio Grande,Riverside/South Lamar,37.1,126
28th/Rio Grande,8th/Congress,36.9,43
28th/Rio Grande,East 6th/Pedernales,36.9,34
28th/Rio Grande,Rosewood/Angelina,35.5,13
28th/Rio Grande,Barton Springs Pool,35.3,29
28th/Rio Grande,Rainey/Davis,35.3,34
28th/Rio Grande,South 1st/Riverside @ Long Center,34.6,73
28th/Rio Grande,East 5th/Broadway @ Capital Metro HQ,34.4,19
28th/Rio Grande,South Congress/Barton Springs @ The Austin American-Statesman,33.6,18
28th/Rio Grande,5th/Bowie,33.2,80
28th/Rio Grande,4th/Sabine,33.2,23
28th/Rio Grande,3rd/Trinity @ The Convention Center,33.1,60
28th/Rio Grande,Rainey/Driskill,32.5,11
28th/Rio Grande,Lake Austin/Enfield,32.5,90
28th/Rio Grande,South Congress/Academy,32.3,17
28th/Rio Grande,6th/Trinity,30.9,27
28th/Rio Grande,Lake Austin Blvd/Deep Eddy,29.8,55
28th/Rio Grande,16th/San Antonio,29.6,318
28th/Rio Grande,6th/West,28.9,99
28th/Rio Grande,4th/Congress,28.8,44
28th/Rio Grande,4th/Guadalupe @ Republic Square,28.4,94
28th/Rio Grande,East 6th/Medina,27.6,35
28th/Rio Grande,Barton Springs/Kinney,26.8,18
28th/Rio Grande,13th/San Antonio,25.4,21
28th/Rio Grande,11th/Congress @ The Texas Capitol,25.3,100
28th/Rio Grande,3rd/West,25.0,329
28th/Rio Grande,8th/San Jacinto,24.6,27
28th/Rio Grande,26th/Nueces,24.2,1595
28th/Rio Grande,23rd/San Gabriel,22.3,114
28th/Rio Grande,22.5/Rio Grande,21.4,1461
28th/Rio Grande,9th/Henderson,20.6,247
28th/Rio Grande,22nd/Pearl,18.8,1437
28th/Rio Grande,13th/Trinity @ Waterloo Greenway,15.8,29
28th/Rio Grande,Dean Keeton/Park Place,15.4,149
28th/Rio Grande,23rd/Pearl,15.1,664
28th/Rio Grande,17th/Guadalupe,14.8,13
28th/Rio Grande,21st/Guadalupe,12.8,2651
28th/Rio Grande,23rd/San Jacinto @ DKR Stadium,11.9,1451
28th/Rio Grande,21st/University,11.8,1696
28th/Rio Grande,Guadalupe/West Mall @ University Co-op,11.4,2645
28th/Rio Grande,Dean Keeton/Speedway ,11.4,226
28th/Rio Grande,21st/Speedway @ PCL,11.1,7917
28th/Rio Grande,Dean Keeton/Whitis,9.7,2253
28th/Rio Grande,Dean Keeton/Speedway,7.7,3627
2nd & Congress,Nash Hernandez @ RBJ South,168.7,11
2nd & Congress,Lake Austin & Enfield,77.5,25
2nd & Congress,2nd & Congress,74.3,3069
2nd & Congress,Congress & Cesar Chavez,71.1,155
2nd & Congress,11th & San Jacinto,64.3,94
2nd & Congress,Lakeshore & Pleasant Valley,63.5,21
2nd & Congress,Capital Metro HQ - East 5th at Broadway,57.8,35
2nd & Congress,Republic Square @ Guadalupe & 4th St.,53.7,42
2nd & Congress,Nueces & 26th,50.6,12
2nd & Congress,Barton Springs Pool,47.6,285
2nd & Congress,Dean Keeton & Whitis,44.5,11
2nd & Congress,Guadalupe & 6th,42.4,23
2nd & Congress,4th & Congress,41.3,233
2nd & Congress,6th & Congress,37.8,133
2nd & Congress,13th & San Antonio,37.4,39
2nd & Congress,Republic Square @ 5th & Guadalupe,37.1,44
2nd & Congress,17th & Guadalupe,37.0,97
2nd & Congress,UT West Mall @ Guadalupe,36.4,162
2nd & Congress,Riverside @ S. Lamar,36.3,536
2nd & Congress,Zilker Park,35.0,562
2nd & Congress,East 6th at Robert Martinez,33.8,110
2nd & Congress,MoPac Pedestrian Bridge @ Veterans Drive,33.7,354
2nd & Congress,South Congress & James,33.3,980
2nd & Congress,Lakeshore @ Austin Hostel,33.1,23
2nd & Congress,Long Center @ South 1st & Riverside,33.1,267
2nd & Congress,Guadalupe & 21st,32.7,163
2nd & Congress,City Hall / Lavaca & 2nd,32.5,483
2nd & Congress,Barton Springs & Riverside,32.4,263
2nd & Congress,Boardwalk West,31.3,152
2nd & Congress,Bullock Museum @ Congress & MLK,30.9,199
2nd & Congress,Davis at Rainey Street,30.8,979
2nd & Congress,Sterzing at Barton Springs,30.7,143
2nd & Congress,Convention Center / 3rd & Trinity,30.5,459
2nd & Congress,22nd & Pearl,30.4,20
2nd & Congress,East 2nd & Pedernales,30.2,104
2nd & Congress,23rd & San Jacinto @ DKR Stadium,30.0,22
2nd & Congress,State Capitol Visitors Garage @ San Jacinto & 12th,29.8,66
2nd & Congress,Barton Springs @ Kinney Ave,29.7,410
2nd & Congress,Trinity & 6th Street,28.7,220
2nd & Congress,23rd & Rio Grande,28.6,18
2nd & Congress,State Capitol @ 14th & Colorado,28.2,65
2nd & Congress,21st & University,27.5,28
2nd & Congress,East 4th & Chicon,27.4,229
2nd & Congress,Pfluger Bridge @ W 2nd Street,27.3,285
2nd & Congress,East 11th St. & San Marcos,26.9,157
2nd & Congress,Lavaca & 6th,26.7,111
2nd & Congress,Palmer Auditorium,26.6,297
2nd & Congress,Rio Grande & 28th,26.5,15
2nd & Congress,Henderson & 9th,25.6,62
2nd & Congress,Dean Keeton & Speedway ,25.2,17
2nd & Congress,Red River & 8th Street,25.1,236
2nd & Congress,Nueces & 3rd,24.6,207
2nd & Congress,South Congress & Elizabeth,24.6,626
2nd & Congress,21st & Speedway @PCL,24.1,36
2nd & Congress,Zilker Park West,23.9,95
2nd & Congress,East 11th St. at Victory Grill,23.4,64
2nd & Congress,Waller & 6th St.,23.2,48
2nd & Congress,West & 6th St.,22.5,242
2nd & Congress,Medina & East 6th,22.3,104
2nd & Congress,Brazos & 6th,22.1,492
2nd & Congress,Capitol Station / Congress & 11th,21.6,578
2nd & Congress,Rainey St @ Cummings,20.8,889
2nd & Congress,East 6th & Pedernales St.,20.8,46
2nd & Congress,South Congress & Barton Springs at the Austin American-Statesman,20.7,736
2nd & Congress,ACC - West & 12th Street,20.6,21
2nd & Congress,8th & Congress,18.3,212
2nd & Congress,5th & Bowie,18.3,621
2nd & Congress,Plaza Saltillo,17.9,556
2nd & Congress,South Congress & Academy,16.3,1172
2nd & Congress,5th & San Marcos,16.1,189
2nd & Congress,San Jacinto & 8th Street,15.5,123
2nd & Congress,Convention Center / 4th St. @ MetroRail,13.6,651
2nd & Congress,Republic Square @ Federal Courthouse Plaza,12.7,154
2nd & Congress,Red River/Cesar Chavez @ The Fairmont,10.0,13
2nd & Congress,3rd & West,8.9,756
2nd & Congress,Rainey @ River St,7.8,16
2nd & Congress,Nueces @ 3rd,6.1,10
2nd/Congress,Rosewood/Chicon,1399.3,17
2nd/Congress,23rd/San Gabriel,158.7,20
2nd/Congress,Boardwalk West,150.7,189
2nd/Congress,6th/Chalmers ,74.7,35
2nd/Congress,2nd/Congress,66.2,3825
2nd/Congress,Cesar Chavez/Congress,53.2,278
2nd/Congress,Lakeshore/Pleasant Valley,51.3,119
2nd/Congress,Guadalupe/West Mall @ University Co-op,51.0,205
2nd/Congress,Hollow Creek/Barton Hills,49.1,64
2nd/Congress,4th/Congress,48.4,518
2nd/Congress,Red River/Cesar Chavez @ The Fairmont,46.6,178
2nd/Congress,11th/Congress @ The Texas Capitol,44.2,821
2nd/Congress,4th/Guadalupe @ Republic Square,43.8,114
2nd/Congress,Sterzing/Barton Springs,42.4,173
2nd/Congress,Barton Springs Pool,42.1,325
2nd/Congress,26th/Nueces,41.8,77
2nd/Congress,Lakeshore/Austin Hostel,41.3,265
2nd/Congress,Rainey/Driskill,40.1,131
2nd/Congress,6th/Congress,39.8,333
2nd/Congress,Lake Austin/Enfield,38.3,36
2nd/Congress,21st/Speedway @ PCL,38.1,68
2nd/Congress,East 5th/Shady @ Eastside Bus Plaza,38.1,19
2nd/Congress,Nash Hernandez/East @ RBJ South,37.3,129
2nd/Congress,2nd/Lavaca @ City Hall,37.1,753
2nd/Congress,East 4th/Chicon,37.0,103
2nd/Congress,Barton Springs/Kinney,36.0,379
2nd/Congress,6th/Chalmers,35.2,93
2nd/Congress,16th/San Antonio,34.8,94
2nd/Congress,East 5th/Broadway @ Capital Metro HQ,34.6,55
2nd/Congress,Zilker Park,34.4,786
2nd/Congress,Veterans/Atlanta @ MoPac Ped Bridge,33.4,138
2nd/Congress,5th/Campbell,33.3,63
2nd/Congress,8th/Lavaca,32.6,41
2nd/Congress,23rd/San Jacinto @ DKR Stadium,32.6,68
2nd/Congress,28th/Rio Grande,32.1,42
2nd/Congress,3rd/Trinity @ The Convention Center,32.1,719
2nd/Congress,6th/Lavaca,31.6,40
2nd/Congress,21st/University,31.5,68
2nd/Congress,Riverside/South Lamar,31.2,680
2nd/Congress,Lake Austin Blvd/Deep Eddy,31.0,69
2nd/Congress,9th/Henderson,30.0,83
2nd/Congress,East 2nd/Pedernales,28.3,79
2nd/Congress,23rd/Rio Grande,27.4,19
2nd/Congress,Dean Keeton/Whitis,26.7,43
2nd/Congress,South Congress/James,26.7,941
2nd/Congress,21st/Guadalupe,26.5,265
2nd/Congress,Zilker Park West,26.4,57
2nd/Congress,East 6th/Pedernales,26.4,117
2nd/Congress,22.5/Rio Grande,26.0,22
2nd/Congress,10th/Red River,26.0,43
2nd/Congress,ACC - West & 12th Street,25.8,64
2nd/Congress,South 1st/Riverside @ Long Center,25.8,382
2nd/Congress,South Congress/Elizabeth,25.1,662
2nd/Congress,South Congress/Barton Springs @ The Austin American-Statesman,25.0,358
2nd/Congress,6th/Brazos,24.6,271
2nd/Congress,4th/Sabine,24.5,124
2nd/Congress,Bullock Museum @ Congress & MLK,24.5,183
2nd/Congress,11th/San Jacinto,24.2,32
2nd/Congress,South Congress/Mary,23.9,178
2nd/Congress,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,23.8,472
2nd/Congress,6th/West,23.6,357
2nd/Congress,23rd/Pearl,23.5,21
2nd/Congress,3rd/Nueces,23.1,432
2nd/Congress,Rainey/Cummings,23.0,1049
2nd/Congress,6th/Trinity,22.9,455
2nd/Congress,22nd/Pearl,22.7,64
2nd/Congress,Barton Springs/Bouldin @ Palmer Auditorium,21.7,443
2nd/Congress,Rainey/Davis,21.6,697
2nd/Congress,12th/San Jacinto @ State Capitol Visitors Garage,21.3,100
2nd/Congress,Rainey @ River St,20.9,204
2nd/Congress,17th/Guadalupe,20.6,70
2nd/Congress,8th/San Jacinto,20.4,188
2nd/Congress,5th/Bowie,19.8,811
2nd/Congress,East 11th/Victory Grill,19.7,71
2nd/Congress,State Capitol @ 14th & Colorado,19.7,71
2nd/Congress,11th/Salina ,19.4,13
2nd/Congress,Waller & 6th St.,19.2,141
2nd/Congress,South Congress @ Bouldin Creek,19.0,177
2nd/Congress,Toomey Rd @ South Lamar,18.9,108
2nd/Congress,Plaza Saltillo,18.9,442
2nd/Congress,8th/Red River,18.5,319
2nd/Congress,Republic Square @ Guadalupe & 4th St.,17.6,212
2nd/Congress,Rosewood/Angelina,17.4,13
2nd/Congress,East 6th/Robert T. Martinez,17.2,110
2nd/Congress,East 6th/Medina,17.2,244
2nd/Congress,8th/Congress,17.1,420
2nd/Congress,3rd/West,17.1,596
2nd/Congress,South Congress/Academy,17.0,865
2nd/Congress,East 11th/San Marcos,16.7,259
2nd/Congress,ACL 2019 Drop Off,15.9,13
2nd/Congress,Barton Springs/Riverside,15.5,529
2nd/Congress,ACC - Rio Grande & 12th,15.4,34
2nd/Congress,Dean Keeton/Speedway,15.1,638
2nd/Congress,Rio Grande/12th,14.6,39
2nd/Congress,5th & San Marcos,14.0,134
2nd/Congress,13th/Trinity @ Waterloo Greenway,13.2,15
2nd/Congress,Nueces @ 3rd,10.7,124
2nd/Congress,One Texas Center,7.3,33
2nd/Lavaca @ City Hall,East 11th/Victory Grill,123.2,56
2nd/Lavaca @ City Hall,12th/San Jacinto @ State Capitol Visitors Garage,116.7,51
2nd/Lavaca @ City Hall,6th/Brazos,113.9,84
2nd/Lavaca @ City Hall,East 5th/Shady @ Eastside Bus Plaza,110.1,28
2nd/Lavaca @ City Hall,Rosewood/Chicon,98.3,13
2nd/Lavaca @ City Hall,Rosewood/Angelina,70.7,20
2nd/Lavaca @ City Hall,2nd/Lavaca @ City Hall,67.3,3723
2nd/Lavaca @ City Hall,3rd/Trinity @ The Convention Center,56.9,563
2nd/Lavaca @ City Hall,23rd/Rio Grande,55.5,21
2nd/Lavaca @ City Hall,Nash Hernandez/East @ RBJ South,54.5,112
2nd/Lavaca @ City Hall,6th/Lavaca,50.7,106
2nd/Lavaca @ City Hall,Guadalupe/West Mall @ University Co-op,48.1,198
2nd/Lavaca @ City Hall,4th/Guadalupe @ Republic Square,47.1,156
2nd/Lavaca @ City Hall,Republic Square @ Guadalupe & 4th St.,46.4,158
2nd/Lavaca @ City Hall,3rd/Nueces,46.1,316
2nd/Lavaca @ City Hall,10th/Red River,46.1,34
2nd/Lavaca @ City Hall,South Congress/Barton Springs @ The Austin American-Statesman,44.4,152
2nd/Lavaca @ City Hall,22.5/Rio Grande,43.5,42
2nd/Lavaca @ City Hall,26th/Nueces,43.4,73
2nd/Lavaca @ City Hall,Boardwalk West,41.1,160
2nd/Lavaca @ City Hall,East 5th/Broadway @ Capital Metro HQ,40.4,57
2nd/Lavaca @ City Hall,22nd/Pearl,40.3,93
2nd/Lavaca @ City Hall,East 4th/Chicon,39.1,101
2nd/Lavaca @ City Hall,Lake Austin/Enfield,38.9,49
2nd/Lavaca @ City Hall,28th/Rio Grande,38.8,55
2nd/Lavaca @ City Hall,11th/San Jacinto,37.8,33
2nd/Lavaca @ City Hall,Dean Keeton/Whitis,36.7,63
2nd/Lavaca @ City Hall,2nd/Congress,36.1,685
2nd/Lavaca @ City Hall,Veterans/Atlanta @ MoPac Ped Bridge,35.8,176
