start_station_name,end_station_name,avg_duration,trip_count
10th & Red River,10th & Red River,179.3,31
10th & Red River,East 11th St. & San Marcos,45.3,13
10th & Red River,21st & University,26.2,15
10th & Red River,Capitol Station / Congress & 11th,15.8,14
10th & Red River,21st & Speedway @PCL,11.9,17
10th & Red River,4th & Congress,7.5,10
10th & Red River,Brazos & 6th,6.6,16
10th & Red River,Republic Square @ 5th & Guadalupe,6.3,10
10th/Red River,Nash Hernandez/East @ RBJ South,114.8,19
10th/Red River,Lake Austin/Enfield,69.7,10
10th/Red River,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,68.7,20
10th/Red River,11th/Congress @ The Texas Capitol,67.3,52
10th/Red River,10th/Red River,62.6,240
10th/Red River,2nd/Lavaca @ City Hall,58.0,31
10th/Red River,11th/San Jacinto,55.9,29
10th/Red River,Sterzing/Barton Springs,55.4,20
10th/Red River,Zilker Park,47.9,22
10th/Red River,21st/Speedway @ PCL,43.7,54
10th/Red River,South Congress/James,43.5,22
10th/Red River,Barton Springs Pool,42.4,13
10th/Red River,East 11th/Victory Grill,41.6,27
10th/Red River,East 6th/Pedernales,41.5,11
10th/Red River,Riverside/South Lamar,39.8,14
10th/Red River,Lakeshore/Austin Hostel,37.8,29
10th/Red River,Red River/Cesar Chavez @ The Fairmont,35.9,43
10th/Red River,8th/San Jacinto,35.0,16
10th/Red River,16th/San Antonio,34.3,34
10th/Red River,East 11th/San Marcos,34.2,48
10th/Red River,Barton Springs/Kinney,34.2,10
10th/Red River,South 1st/Riverside @ Long Center,34.1,22
10th/Red River,4th/Congress,33.8,53
10th/Red River,Lakeshore/Pleasant Valley,33.1,14
10th/Red River,Boardwalk West,32.3,24
10th/Red River,6th/Chalmers,30.8,12
10th/Red River,6th/West,30.8,14
10th/Red River,12th/San Jacinto @ State Capitol Visitors Garage,30.0,44
10th/Red River,9th/Henderson,27.8,21
10th/Red River,East 4th/Chicon,27.4,15
10th/Red River,South Congress @ Bouldin Creek,27.1,11
10th/Red River,6th/Brazos,26.9,27
10th/Red River,Rainey/Cummings,26.3,47
10th/Red River,East 5th/Shady @ Eastside Bus Plaza,26.1,10
10th/Red River,5th/Bowie,25.7,35
10th/Red River,28th/Rio Grande,25.4,28
10th/Red River,26th/Nueces,25.1,34
10th/Red River,South Congress/Academy,25.0,26
10th/Red River,East 2nd/Pedernales,24.7,18
10th/Red River,6th/Trinity,24.3,38
10th/Red River,2nd/Congress,24.1,47
10th/Red River,Dean Keeton/Speedway,23.9,40
10th/Red River,13th/Trinity @ Waterloo Greenway,23.9,19
10th/Red River,3rd/Nueces,23.9,22
10th/Red River,21st/Guadalupe,23.8,35
10th/Red River,Dean Keeton/Whitis,23.8,21
10th/Red River,Barton Springs/Bouldin @ Palmer Auditorium,23.8,26
10th/Red River,South Congress/Elizabeth,23.1,42
10th/Red River,Guadalupe/West Mall @ University Co-op,23.0,11
10th/Red River,Plaza Saltillo,22.9,63
10th/Red River,22.5/Rio Grande,22.8,15
10th/Red River,South Congress/Barton Springs @ The Austin American-Statesman,21.7,25
10th/Red River,Cesar Chavez/Congress,21.5,28
10th/Red River,3rd/Trinity @ The Convention Center,20.7,53
10th/Red River,4th/Guadalupe @ Republic Square,20.3,24
10th/Red River,23rd/San Jacinto @ DKR Stadium,20.3,84
10th/Red River,3rd/West,20.0,85
10th/Red River,South Congress/Mary,19.8,15
10th/Red River,East 6th/Medina,19.4,34
10th/Red River,22nd/Pearl,19.0,22
10th/Red River,Rainey/Davis,18.9,14
10th/Red River,Rainey/Driskill,18.4,35
10th/Red River,Dean Keeton/Park Place,18.3,16
10th/Red River,23rd/Pearl,18.2,45
10th/Red River,21st/University,17.7,53
10th/Red River,8th/Red River,16.6,134
10th/Red River,6th/Congress,16.1,80
10th/Red River,4th/Sabine,16.1,32
10th/Red River,Rosewood/Angelina,15.9,24
10th/Red River,Rio Grande/12th,15.4,13
10th/Red River,East 6th/Robert T. Martinez,14.5,11
10th/Red River,8th/Lavaca,14.4,48
10th/Red River,8th/Congress,13.9,57
11th & Salina ,11th & San Jacinto,231.9,13
11th & Salina ,Red River & 8th Street,188.6,14
11th & Salina ,East 6th & Pedernales St.,135.4,25
11th & Salina ,Lakeshore & Pleasant Valley,107.5,11
11th & Salina ,East 11th St. & San Marcos,106.6,17
11th & Salina ,East 11th St. at Victory Grill,68.8,28
11th & Salina ,Capitol Station / Congress & 11th,67.1,15
11th & Salina ,Rosewood & Angelina,65.8,26
11th & Salina ,11th & Salina ,63.8,812
11th & Salina ,Rosewood & Chicon,56.0,69
11th & Salina ,Red River/Cesar Chavez @ The Fairmont,45.5,35
11th & Salina ,6th & Chalmers ,44.7,40
11th & Salina ,East 6th at Robert Martinez,35.4,17
11th & Salina ,East 4th & Chicon,27.5,10
11th & Salina ,Dean Keeton & Speedway ,24.9,11
11th & Salina ,23rd & San Jacinto @ DKR Stadium,24.5,14
11th & Salina ,Trinity & 6th Street,23.5,17
11th & Salina ,Davis at Rainey Street,20.8,10
11th & Salina ,21st & Speedway @PCL,19.7,63
11th & Salina ,Convention Center / 4th St. @ MetroRail,18.9,28
11th & Salina ,Plaza Saltillo,13.5,20
11th & San Jacinto,23rd & Rio Grande,378.3,10
11th & San Jacinto,Republic Square @ 5th & Guadalupe,93.4,16
11th & San Jacinto,11th & San Jacinto,72.7,283
11th & San Jacinto,Lavaca & 6th,60.0,30
11th & San Jacinto,West & 6th St.,53.5,46
11th & San Jacinto,Boardwalk West,53.1,10
11th & San Jacinto,Zilker Park,52.9,58
11th & San Jacinto,State Capitol Visitors Garage @ San Jacinto & 12th,50.8,49
11th & San Jacinto,MoPac Pedestrian Bridge @ Veterans Drive,46.2,16
11th & San Jacinto,Riverside @ S. Lamar,42.1,48
11th & San Jacinto,Pfluger Bridge @ W 2nd Street,40.8,22
11th & San Jacinto,Dean Keeton & Speedway ,40.6,13
11th & San Jacinto,Barton Springs Pool,40.2,15
11th & San Jacinto,5th & Bowie,37.7,45
11th & San Jacinto,South Congress & James,35.8,46
11th & San Jacinto,23rd & San Jacinto @ DKR Stadium,35.6,25
11th & San Jacinto,Bullock Museum @ Congress & MLK,34.6,59
11th & San Jacinto,Capitol Station / Congress & 11th,34.6,152
11th & San Jacinto,6th & Congress,33.3,62
11th & San Jacinto,Sterzing at Barton Springs,33.2,16
11th & San Jacinto,UT West Mall @ Guadalupe,30.8,95
11th & San Jacinto,South Congress & Academy,30.5,44
11th & San Jacinto,East 6th at Robert Martinez,29.4,12
11th & San Jacinto,Long Center @ South 1st & Riverside,29.2,34
11th & San Jacinto,Nueces & 26th,29.1,10
11th & San Jacinto,Congress & Cesar Chavez,28.8,14
11th & San Jacinto,Barton Springs @ Kinney Ave,25.9,14
11th & San Jacinto,Rainey St @ Cummings,25.5,50
11th & San Jacinto,East 6th & Pedernales St.,24.9,10
11th & San Jacinto,South Congress & Elizabeth,24.8,37
11th & San Jacinto,Palmer Auditorium,24.5,21
11th & San Jacinto,State Capitol @ 14th & Colorado,24.1,18
11th & San Jacinto,Barton Springs & Riverside,24.0,35
11th & San Jacinto,21st & University,23.4,21
11th & San Jacinto,22nd & Pearl,23.4,14
11th & San Jacinto,Trinity & 6th Street,22.6,81
11th & San Jacinto,17th & Guadalupe,22.1,46
11th & San Jacinto,2nd & Congress,22.0,140
11th & San Jacinto,Guadalupe & 21st,21.9,45
11th & San Jacinto,East 2nd & Pedernales,21.9,11
11th & San Jacinto,Medina & East 6th,21.2,18
11th & San Jacinto,Plaza Saltillo,21.2,47
11th & San Jacinto,Red River & 8th Street,20.4,181
11th & San Jacinto,East 4th & Chicon,19.8,16
11th & San Jacinto,Capital Metro HQ - East 5th at Broadway,19.2,38
11th & San Jacinto,San Jacinto & 8th Street,18.7,70
11th & San Jacinto,City Hall / Lavaca & 2nd,16.5,114
11th & San Jacinto,Nueces & 3rd,15.9,20
11th & San Jacinto,8th & Congress,14.5,104
11th & San Jacinto,21st & Speedway @PCL,14.4,46
11th & San Jacinto,Convention Center / 3rd & Trinity,14.3,147
11th & San Jacinto,Convention Center / 4th St. @ MetroRail,14.1,171
11th & San Jacinto,Davis at Rainey Street,13.8,321
11th & San Jacinto,5th & San Marcos,13.7,23
11th & San Jacinto,Nash Hernandez @ RBJ South,13.7,10
11th & San Jacinto,Henderson & 9th,13.5,37
11th & San Jacinto,3rd & West,13.0,29
11th & San Jacinto,East 11th St. at Victory Grill,12.4,74
11th & San Jacinto,Brazos & 6th,12.4,287
11th & San Jacinto,Republic Square @ Guadalupe & 4th St.,12.0,13
11th & San Jacinto,ACC - West & 12th Street,11.8,19
11th & San Jacinto,South Congress & Barton Springs at the Austin American-Statesman,11.6,142
11th & San Jacinto,East 11th St. & San Marcos,11.6,388
11th & San Jacinto,Republic Square @ Federal Courthouse Plaza,11.2,12
11th & San Jacinto,4th & Congress,10.2,179
11th/Congress @ The Texas Capitol,East 6th/Pedernales,138.1,63
11th/Congress @ The Texas Capitol,Ready for deployment,124.1,11
11th/Congress @ The Texas Capitol,Veterans/Atlanta @ MoPac Ped Bridge,76.6,107
11th/Congress @ The Texas Capitol,23rd/Rio Grande,75.4,76
11th/Congress @ The Texas Capitol,Rainey/Davis,75.1,271
11th/Congress @ The Texas Capitol,13th/Trinity,73.8,13
11th/Congress @ The Texas Capitol,11th/Salina ,68.5,15
11th/Congress @ The Texas Capitol,6th/Brazos,56.5,104
11th/Congress @ The Texas Capitol,11th/Congress @ The Texas Capitol,54.4,3620
11th/Congress @ The Texas Capitol,11th/San Jacinto,53.9,180
11th/Congress @ The Texas Capitol,Barton Springs Pool,53.6,94
11th/Congress @ The Texas Capitol,22.5/Rio Grande,53.2,63
11th/Congress @ The Texas Capitol,Boardwalk West,53.1,74
11th/Congress @ The Texas Capitol,Rosewood/Angelina,51.3,34
11th/Congress @ The Texas Capitol,South Congress/Barton Springs @ The Austin American-Statesman,51.2,254
11th/Congress @ The Texas Capitol,6th/Trinity,50.9,466
11th/Congress @ The Texas Capitol,3rd/Trinity @ The Convention Center,50.5,422
11th/Congress @ The Texas Capitol,6th/Lavaca,50.0,82
11th/Congress @ The Texas Capitol,Lakeshore/Austin Hostel,49.1,121
11th/Congress @ The Texas Capitol,State Capitol @ 14th & Colorado,47.9,85
11th/Congress @ The Texas Capitol,Barton Springs/Kinney,47.0,129
11th/Congress @ The Texas Capitol,Zilker Park,45.2,255
11th/Congress @ The Texas Capitol,South Congress/Elizabeth,44.7,324
11th/Congress @ The Texas Capitol,4th/Sabine,43.9,89
11th/Congress @ The Texas Capitol,Red River/Cesar Chavez @ The Fairmont,43.3,163
11th/Congress @ The Texas Capitol,East 11th/Victory Grill,42.8,100
11th/Congress @ The Texas Capitol,Rainey/Cummings,41.6,363
11th/Congress @ The Texas Capitol,East 11th/San Marcos,41.0,206
11th/Congress @ The Texas Capitol,3rd/Nueces,40.9,187
11th/Congress @ The Texas Capitol,Hollow Creek/Barton Hills,39.9,21
11th/Congress @ The Texas Capitol,21st/Speedway @ PCL,38.4,204
11th/Congress @ The Texas Capitol,12th/San Jacinto @ State Capitol Visitors Garage,38.3,244
11th/Congress @ The Texas Capitol,Sterzing/Barton Springs,37.7,101
11th/Congress @ The Texas Capitol,26th/Nueces,37.1,129
11th/Congress @ The Texas Capitol,Barton Springs/Bouldin @ Palmer Auditorium,37.0,256
11th/Congress @ The Texas Capitol,8th/San Jacinto,36.6,169
11th/Congress @ The Texas Capitol,Riverside/South Lamar,35.9,369
11th/Congress @ The Texas Capitol,6th/Chalmers,34.7,41
11th/Congress @ The Texas Capitol,Toomey Rd @ South Lamar,34.1,44
11th/Congress @ The Texas Capitol,East 6th/Medina,34.1,199
11th/Congress @ The Texas Capitol,6th/Chalmers ,34.0,28
11th/Congress @ The Texas Capitol,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,33.9,223
11th/Congress @ The Texas Capitol,5th & San Marcos,33.8,32
11th/Congress @ The Texas Capitol,Lakeshore/Pleasant Valley,32.9,45
11th/Congress @ The Texas Capitol,Nash Hernandez/East @ RBJ South,32.6,85
11th/Congress @ The Texas Capitol,5th/Bowie,31.9,382
11th/Congress @ The Texas Capitol,2nd/Congress,31.6,1003
11th/Congress @ The Texas Capitol,Lake Austin/Enfield,31.6,20
11th/Congress @ The Texas Capitol,16th/San Antonio,31.3,192
11th/Congress @ The Texas Capitol,East 2nd/Pedernales,31.2,34
11th/Congress @ The Texas Capitol,Dean Keeton/Park Place,31.0,21
11th/Congress @ The Texas Capitol,21st/University,30.8,178
11th/Congress @ The Texas Capitol,South 1st/Riverside @ Long Center,30.4,303
11th/Congress @ The Texas Capitol,28th/Rio,30.4,39
11th/Congress @ The Texas Capitol,Rainey/Driskill,30.4,94
11th/Congress @ The Texas Capitol,2nd/Lavaca @ City Hall,30.0,876
11th/Congress @ The Texas Capitol,South Congress @ Bouldin Creek,29.9,107
11th/Congress @ The Texas Capitol,5th/Campbell,29.8,43
11th/Congress @ The Texas Capitol,Dean Keeton/Speedway,29.8,508
11th/Congress @ The Texas Capitol,Lake Austin Blvd/Deep Eddy,29.3,33
11th/Congress @ The Texas Capitol,28th/Rio Grande,29.2,124
11th/Congress @ The Texas Capitol,East 5th/Broadway @ Capital Metro HQ,29.2,19
11th/Congress @ The Texas Capitol,East 5th/Shady @ Eastside Bus Plaza,28.9,14
11th/Congress @ The Texas Capitol,3rd/West,28.7,290
11th/Congress @ The Texas Capitol,6th/Congress,28.7,637
11th/Congress @ The Texas Capitol,South Congress/Mary,28.2,160
11th/Congress @ The Texas Capitol,Waller & 6th St.,28.0,72
11th/Congress @ The Texas Capitol,23rd/Pearl,27.9,52
11th/Congress @ The Texas Capitol,South Congress/Academy,27.5,630
11th/Congress @ The Texas Capitol,South Congress/James,27.2,641
11th/Congress @ The Texas Capitol,Plaza Saltillo,27.1,144
11th/Congress @ The Texas Capitol,ACC - West & 12th Street,26.6,145
11th/Congress @ The Texas Capitol,6th/West,25.9,388
11th/Congress @ The Texas Capitol,21st/Guadalupe,25.6,724
11th/Congress @ The Texas Capitol,Guadalupe/West Mall @ University Co-op,25.2,597
11th/Congress @ The Texas Capitol,23rd/San Jacinto @ DKR Stadium,25.2,152
11th/Congress @ The Texas Capitol,10th/Red River,25.2,57
11th/Congress @ The Texas Capitol,22nd/Pearl,25.1,113
11th/Congress @ The Texas Capitol,Dean Keeton/Whitis,25.1,104
11th/Congress @ The Texas Capitol,East 6th/Robert T. Martinez,25.0,34
11th/Congress @ The Texas Capitol,East 4th/Chicon,24.6,38
11th/Congress @ The Texas Capitol,4th/Guadalupe @ Republic Square,24.5,117
11th/Congress @ The Texas Capitol,Cesar Chavez/Congress,24.2,276
11th/Congress @ The Texas Capitol,Barton Springs/Riverside,24.0,409
11th/Congress @ The Texas Capitol,Rainey @ River St,23.4,70
11th/Congress @ The Texas Capitol,8th/Congress,23.3,680
11th/Congress @ The Texas Capitol,8th/Red River,23.1,200
11th/Congress @ The Texas Capitol,Bullock Museum @ Congress & MLK,22.4,494
11th/Congress @ The Texas Capitol,Nueces @ 3rd,22.1,99
11th/Congress @ The Texas Capitol,Republic Square @ Guadalupe & 4th St.,21.5,290
11th/Congress @ The Texas Capitol,4th/Congress,21.4,1096
11th/Congress @ The Texas Capitol,Republic Square ,18.1,35
11th/Congress @ The Texas Capitol,17th/Guadalupe,16.5,159
11th/Congress @ The Texas Capitol,9th/Henderson,16.4,60
11th/Congress @ The Texas Capitol,13th/Trinity @ Waterloo Greenway,15.9,53
11th/Congress @ The Texas Capitol,ACC - Rio Grande & 12th,15.0,98
11th/Congress @ The Texas Capitol,8th/Lavaca,14.3,55
11th/Congress @ The Texas Capitol,Rio Grande/12th,13.1,64
11th/Salina,East 6th/Pedernales,54.2,26
11th/Salina,Plaza Saltillo,39.2,10
11th/Salina,Rosewood/Angelina,22.6,16
11th/Salina,11th/Salina,20.3,22
11th/Salina,6th/Chalmers,17.3,14
11th/Salina,East 6th/Medina,11.0,21
11th/Salina ,8th/Red River,175.1,15
11th/Salina ,South 1st/Riverside @ Long Center,112.4,12
11th/Salina ,23rd/Pearl,105.9,19
11th/Salina ,Rosewood/Chicon,100.3,20
11th/Salina ,Riverside/South Lamar,77.4,15
11th/Salina ,Lakeshore/Pleasant Valley,69.6,14
11th/Salina ,11th/Salina ,61.5,382
11th/Salina ,6th/Congress,61.4,33
11th/Salina ,11th/Congress @ The Texas Capitol,57.3,27
11th/Salina ,Rosewood/Angelina,52.5,95
11th/Salina ,Boardwalk West,51.3,18
11th/Salina ,Cesar Chavez/Congress,47.6,14
11th/Salina ,Barton Springs/Bouldin @ Palmer Auditorium,46.7,10
11th/Salina ,Veterans/Atlanta @ MoPac Ped Bridge,42.5,18
11th/Salina ,East 6th/Robert T. Martinez,40.9,28
11th/Salina ,Sterzing/Barton Springs,40.6,21
11th/Salina ,Dean Keeton/Speedway,37.7,10
11th/Salina ,10th/Red River,37.2,15
11th/Salina ,9th/Henderson,36.7,12
11th/Salina ,3rd/Nueces,35.3,23
11th/Salina ,Lakeshore/Austin Hostel,33.1,10
11th/Salina ,16th/San Antonio,32.7,10
11th/Salina ,8th/Lavaca,30.4,20
11th/Salina ,East 5th/Shady @ Eastside Bus Plaza,29.4,16
11th/Salina ,Rainey/Cummings,28.5,15
11th/Salina ,23rd/San Jacinto @ DKR Stadium,28.5,19
11th/Salina ,South Congress/Barton Springs @ The Austin American-Statesman,27.5,11
11th/Salina ,21st/University,26.8,15
11th/Salina ,Nash Hernandez/East @ RBJ South,26.6,36
11th/Salina ,6th/Chalmers ,26.2,30
11th/Salina ,East 5th/Broadway @ Capital Metro HQ,25.3,74
11th/Salina ,East 4th/Chicon,24.9,36
11th/Salina ,2nd/Lavaca @ City Hall,24.7,21
11th/Salina ,6th/Chalmers,23.3,68
11th/Salina ,3rd/West,23.0,22
11th/Salina ,4th/Guadalupe @ Republic Square,21.5,11
11th/Salina ,21st/Guadalupe,21.3,34
11th/Salina ,21st/Speedway @ PCL,21.3,29
11th/Salina ,2nd/Congress,20.6,15
11th/Salina ,Plaza Saltillo,20.6,71
11th/Salina ,East 6th/Medina,16.6,121
11th/Salina ,East 11th/San Marcos,16.3,35
11th/Salina ,East 6th/Pedernales,16.2,109
11th/Salina ,East 11th/Victory Grill,15.4,52
11th/Salina ,3rd/Trinity @ The Convention Center,15.3,29
11th/Salina ,East 2nd/Pedernales,14.5,17
11th/Salina ,4th/Congress,14.5,11
11th/Salina ,8th/San Jacinto,11.9,18
11th/Salina ,6th/Trinity,10.3,15
11th/Salina ,6th/Brazos,9.9,16
11th/San Jacinto,Lakeshore/Pleasant Valley,273.7,11
11th/San Jacinto,East 11th/San Marcos,135.2,69
11th/San Jacinto,6th/Trinity,104.6,56
11th/San Jacinto,4th/Guadalupe @ Republic Square,80.1,16
11th/San Jacinto,2nd/Lavaca @ City Hall,68.7,40
11th/San Jacinto,Cesar Chavez/Congress,51.3,25
11th/San Jacinto,5th/Bowie,50.3,14
11th/San Jacinto,East 2nd/Pedernales,48.2,10
11th/San Jacinto,12th/San Jacinto @ State Capitol Visitors Garage,48.1,133
11th/San Jacinto,8th/Lavaca,47.8,24
11th/San Jacinto,Zilker Park,47.6,38
11th/San Jacinto,Lakeshore/Austin Hostel,47.3,14
11th/San Jacinto,Plaza Saltillo,47.0,28
11th/San Jacinto,23rd/Rio Grande,46.4,20
11th/San Jacinto,Barton Springs/Kinney,45.2,13
11th/San Jacinto,Nash Hernandez/East @ RBJ South,42.2,16
11th/San Jacinto,11th/Congress @ The Texas Capitol,41.9,133
11th/San Jacinto,6th/West,41.1,31
11th/San Jacinto,3rd/West,39.7,42
11th/San Jacinto,Riverside/South Lamar,39.2,26
11th/San Jacinto,Barton Springs Pool,38.7,15
11th/San Jacinto,Hollow Creek/Barton Hills,38.1,11
11th/San Jacinto,21st/Speedway @ PCL,37.4,15
11th/San Jacinto,6th/Brazos,36.6,38
11th/San Jacinto,2nd/Congress,36.0,39
11th/San Jacinto,11th/San Jacinto,35.6,1141
11th/San Jacinto,28th/Rio Grande,35.6,21
11th/San Jacinto,4th/Sabine,34.9,38
11th/San Jacinto,16th/San Antonio,34.3,28
11th/San Jacinto,21st/University,34.0,14
11th/San Jacinto,Rainey/Davis,31.9,47
11th/San Jacinto,Guadalupe/West Mall @ University Co-op,31.7,113
11th/San Jacinto,Dean Keeton/Whitis,30.9,26
11th/San Jacinto,4th/Congress,30.0,71
11th/San Jacinto,East 5th/Broadway @ Capital Metro HQ,29.6,30
11th/San Jacinto,Barton Springs/Bouldin @ Palmer Auditorium,28.6,30
11th/San Jacinto,South 1st/Riverside @ Long Center,27.6,32
11th/San Jacinto,South Congress/Barton Springs @ The Austin American-Statesman,27.0,29
11th/San Jacinto,Red River/Cesar Chavez @ The Fairmont,26.9,30
11th/San Jacinto,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,26.2,12
11th/San Jacinto,8th/Congress,25.8,78
11th/San Jacinto,21st/Guadalupe,25.2,83
11th/San Jacinto,South Congress/Elizabeth,25.0,13
11th/San Jacinto,26th/Nueces,24.9,20
11th/San Jacinto,East 6th/Medina,24.8,25
11th/San Jacinto,10th/Red River,24.3,41
11th/San Jacinto,East 6th/Robert T. Martinez,23.9,11
11th/San Jacinto,ACC - West & 12th Street,23.2,12
11th/San Jacinto,Bullock Museum @ Congress & MLK,23.2,15
11th/San Jacinto,3rd/Nueces,22.7,38
11th/San Jacinto,23rd/San Jacinto @ DKR Stadium,22.5,49
11th/San Jacinto,Rainey/Cummings,21.9,36
11th/San Jacinto,South Congress/Mary,20.7,12
11th/San Jacinto,Rosewood/Angelina,20.6,14
11th/San Jacinto,9th/Henderson,18.4,18
11th/San Jacinto,6th/Congress,17.3,363
11th/San Jacinto,3rd/Trinity @ The Convention Center,16.8,102
11th/San Jacinto,East 11th/Victory Grill,13.1,38
11th/San Jacinto,Rainey/Driskill,12.6,18
11th/San Jacinto,Dean Keeton/Speedway,11.8,41
11th/San Jacinto,8th/Red River,10.9,65
11th/San Jacinto,6th/Lavaca,10.5,17
11th/San Jacinto,Nueces @ 3rd,9.3,46
11th/San Jacinto,8th/San Jacinto,8.3,181
12th/San Jacinto @ State Capitol Visitors Garage,Barton Springs/Kinney,157.0,29
12th/San Jacinto @ State Capitol Visitors Garage,11th/San Jacinto,60.9,135
12th/San Jacinto @ State Capitol Visitors Garage,Nash Hernandez/East @ RBJ South,55.2,26
12th/San Jacinto @ State Capitol Visitors Garage,Rosewood/Angelina,54.2,12
12th/San Jacinto @ State Capitol Visitors Garage,6th/Brazos,53.0,46
12th/San Jacinto @ State Capitol Visitors Garage,State Capitol @ 14th & Colorado,52.7,44
12th/San Jacinto @ State Capitol Visitors Garage,ACC - West & 12th Street,51.9,18
12th/San Jacinto @ State Capitol Visitors Garage,Barton Springs/Riverside,51.3,75
12th/San Jacinto @ State Capitol Visitors Garage,12th/San Jacinto @ State Capitol Visitors Garage,50.3,1590
12th/San Jacinto @ State Capitol Visitors Garage,4th/Sabine,49.5,35
12th/San Jacinto @ State Capitol Visitors Garage,Riverside/South Lamar,49.0,60
12th/San Jacinto @ State Capitol Visitors Garage,Sterzing/Barton Springs,46.7,22
12th/San Jacinto @ State Capitol Visitors Garage,Barton Springs Pool,46.4,16
12th/San Jacinto @ State Capitol Visitors Garage,4th/Guadalupe @ Republic Square,44.4,23
12th/San Jacinto @ State Capitol Visitors Garage,21st/Guadalupe,44.3,143
12th/San Jacinto @ State Capitol Visitors Garage,22nd/Pearl,43.9,36
12th/San Jacinto @ State Capitol Visitors Garage,Zilker Park,41.6,37
12th/San Jacinto @ State Capitol Visitors Garage,Dean Keeton/Whitis,40.9,53
12th/San Jacinto @ State Capitol Visitors Garage,Veterans/Atlanta @ MoPac Ped Bridge,39.7,29
12th/San Jacinto @ State Capitol Visitors Garage,East 6th/Medina,39.1,33
12th/San Jacinto @ State Capitol Visitors Garage,Lake Austin/Enfield,38.7,13
12th/San Jacinto @ State Capitol Visitors Garage,Lakeshore/Austin Hostel,38.3,32
12th/San Jacinto @ State Capitol Visitors Garage,South Congress/James,38.2,44
12th/San Jacinto @ State Capitol Visitors Garage,Guadalupe/West Mall @ University Co-op,37.9,136
12th/San Jacinto @ State Capitol Visitors Garage,East 6th/Pedernales,35.5,16
12th/San Jacinto @ State Capitol Visitors Garage,6th/Congress,35.5,94
12th/San Jacinto @ State Capitol Visitors Garage,8th/Lavaca,35.3,41
12th/San Jacinto @ State Capitol Visitors Garage,Boardwalk West,35.0,23
12th/San Jacinto @ State Capitol Visitors Garage,Plaza Saltillo,34.7,52
12th/San Jacinto @ State Capitol Visitors Garage,17th/Guadalupe,34.6,37
12th/San Jacinto @ State Capitol Visitors Garage,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,33.8,51
12th/San Jacinto @ State Capitol Visitors Garage,Nueces @ 3rd,33.7,53
12th/San Jacinto @ State Capitol Visitors Garage,5th/Campbell,33.2,12
12th/San Jacinto @ State Capitol Visitors Garage,Cesar Chavez/Congress,32.8,39
12th/San Jacinto @ State Capitol Visitors Garage,9th/Henderson,32.5,28
12th/San Jacinto @ State Capitol Visitors Garage,South Congress/Elizabeth,31.8,38
12th/San Jacinto @ State Capitol Visitors Garage,2nd/Lavaca @ City Hall,31.7,96
12th/San Jacinto @ State Capitol Visitors Garage,South Congress/Barton Springs @ The Austin American-Statesman,31.4,43
12th/San Jacinto @ State Capitol Visitors Garage,South Congress/Academy,31.0,58
12th/San Jacinto @ State Capitol Visitors Garage,South Congress @ Bouldin Creek,30.6,10
12th/San Jacinto @ State Capitol Visitors Garage,Rainey/Davis,29.8,59
12th/San Jacinto @ State Capitol Visitors Garage,Rainey/Cummings,28.8,77
12th/San Jacinto @ State Capitol Visitors Garage,Waller & 6th St.,28.8,26
12th/San Jacinto @ State Capitol Visitors Garage,5th/Bowie,28.7,56
12th/San Jacinto @ State Capitol Visitors Garage,East 11th/San Marcos,28.4,87
12th/San Jacinto @ State Capitol Visitors Garage,2nd/Congress,28.1,163
12th/San Jacinto @ State Capitol Visitors Garage,Republic Square @ Guadalupe & 4th St.,28.1,53
12th/San Jacinto @ State Capitol Visitors Garage,21st/University,27.9,84
12th/San Jacinto @ State Capitol Visitors Garage,Dean Keeton/Park Place,27.8,11
12th/San Jacinto @ State Capitol Visitors Garage,16th/San Antonio,27.5,73
12th/San Jacinto @ State Capitol Visitors Garage,26th/Nueces,27.4,47
12th/San Jacinto @ State Capitol Visitors Garage,Dean Keeton/Speedway,27.2,150
12th/San Jacinto @ State Capitol Visitors Garage,11th/Congress @ The Texas Capitol,27.1,369
12th/San Jacinto @ State Capitol Visitors Garage,28th/Rio Grande,26.8,40
12th/San Jacinto @ State Capitol Visitors Garage,Rainey @ River St,25.8,14
12th/San Jacinto @ State Capitol Visitors Garage,East 4th/Chicon,25.3,19
12th/San Jacinto @ State Capitol Visitors Garage,3rd/Nueces,25.1,54
12th/San Jacinto @ State Capitol Visitors Garage,4th/Congress,24.3,169
12th/San Jacinto @ State Capitol Visitors Garage,6th/Lavaca,24.2,19
12th/San Jacinto @ State Capitol Visitors Garage,South 1st/Riverside @ Long Center,24.2,71
12th/San Jacinto @ State Capitol Visitors Garage,21st/Speedway @ PCL,23.9,95
12th/San Jacinto @ State Capitol Visitors Garage,Barton Springs/Bouldin @ Palmer Auditorium,23.9,38
12th/San Jacinto @ State Capitol Visitors Garage,6th/West,23.8,51
12th/San Jacinto @ State Capitol Visitors Garage,6th/Trinity,22.7,153
12th/San Jacinto @ State Capitol Visitors Garage,13th/Trinity @ Waterloo Greenway,22.5,55
12th/San Jacinto @ State Capitol Visitors Garage,East 2nd/Pedernales,22.2,13
