month,subscriber_type,trip_count,avg_duration
2024-03,Explorer,4529,37.3
2024-03,Student Membership,15472,11.8
2024-03,Pay-as-you-ride,3152,35.0
2024-03,Local31,5090,17.3
2024-03,3-Day Weekender,20,13.0
2024-04,U.T. Student Membership,2,16.0
2024-04,Student Membership,18072,11.5
2024-04,Local365,2912,14.7
2024-04,3-Day Weekender,2,18.5
2024-04,Pay-as-you-ride,2848,42.3
2024-04,Local31,4369,19.3
2024-04,Explorer,4998,40.7
2024-05,Student Membership,7099,14.0
2024-05,Local365,2712,18.5
2024-05,Local31,3432,21.8
2024-05,Pay-as-you-ride,1887,42.1
2024-05,Explorer,2634,40.5
2024-06,Student Membership,5476,14.9
2024-06,Local31,2071,19.8
2024-06,Local365,2225,16.4
2024-06,Pay-as-you-ride,2149,52.0
2024-06,Explorer,2457,45.9
